 "problem_instance" , "ela_feature_class" , "value" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cor_x" , "0.10249999999999959e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cov_init" , "0.08770301254288762e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cov_x" , "0.08590749106261253e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/h.max" , "0.836992679851692e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/kurtosis" , "4.826304677334894e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/lin_simple.adj_r2" , "0.5016476541268424e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.max" , "2798079.940241809e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.max_by_min" , "178.4620085994694e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.min" , "15915.666444113296e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/lin_simple.intercept" , "3.1364464394262604E7" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/lin_w_interact.adj_r2" , "0.9526460833285326e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/m0" , "0.5847231487658439e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/nb_fitness.cor" , "-0.3904079475293023e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/nn_nb.cor" , "0.8026298734085207e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/nn_nb.mean_ratio" , "0.9070412149432232e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/nn_nb.sd_ratio" , "0.9367240110765016e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/number_of_peaks" , "2.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/quad_simple.adj_r2" , "0.5521945884125118e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/quad_simple.cond" , "91.18709355708963e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/quad_w_interact.adj_r2" , "1.0041851109191797e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_mean_02" , "0.9353731149860787e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_mean_05" , "0.9466578159625576e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_mean_10" , "0.9575146583387519e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_mean_25" , "0.9714795461905108e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_median_02" , "0.9365675739701754e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_median_05" , "0.9486403112245372e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_median_10" , "0.9580950841434173e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/ratio_median_25" , "0.9716952831717881e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_30" , "http://w3id.org/ontoopt/skewness" , "1.6160553309712764e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_mean_02" , "-1.483330498082502e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_mean_05" , "-1.2569809765556137e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_mean_10" , "-1.0898572383505183e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_mean_25" , "-0.756385380811393e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_median_02" , "-1.396012879325287e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_median_05" , "-1.1964289925121445e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_median_10" , "-1.004507937721618e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/diff_median_25" , "-0.686809355469542e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/dist_ratio.coeff_var" , "0.15117690465374334e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/eps.max" , "537936.1503980698e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/eps.ratio" , "6.011011011011011e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/eps.s" , "6.731731731731731e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var.cor_init" , "0.10430222088486366e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var.cor_x" , "0.11455747216505506e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var.cov_init" , "0.09834989779467802e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var.cov_x" , "0.09683604098799253e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cor_init" , "0.1052383914434786e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cor_x" , "0.11353174024085397e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cov_init" , "0.0973778259746512e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cov_x" , "0.09761280518631552e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/h.max" , "0.8349463183058558e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/kurtosis" , "5.2451844350304215e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/lin_simple.adj_r2" , "0.5929531204260292e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.max" , "2831653.915013032e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.max_by_min" , "92.16904528339515e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.min" , "30529.831334119135e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/lin_simple.intercept" , "3.525543315572878E7" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/lin_w_interact.adj_r2" , "0.963352554493534e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/m0" , "0.576717811874583e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/nb_fitness.cor" , "-0.38577349371002473e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/nn_nb.cor" , "0.8053938594384764e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/nn_nb.mean_ratio" , "0.9075698051963419e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/nn_nb.sd_ratio" , "0.9366306453911035e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/number_of_peaks" , "2.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/quad_simple.adj_r2" , "0.6314290315073967e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/quad_simple.cond" , "53.76224345567046e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/quad_w_interact.adj_r2" , "1.0050252030184688e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_mean_02" , "0.9332203958347456e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_mean_05" , "0.9434286991846883e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_mean_10" , "0.9509312724750216e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_mean_25" , "0.965951757137967e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_median_02" , "0.9372804734938864e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_median_05" , "0.9462554937360957e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_median_10" , "0.9548774705531144e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/ratio_median_25" , "0.9691484280137335e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_30" , "http://w3id.org/ontoopt/skewness" , "1.686371648981356e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/diff_mean_02" , "-1.679639660181584e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/diff_mean_05" , "-1.3745360106784812e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/diff_mean_10" , "-1.1653764610175585e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/diff_mean_25" , "-0.8233267501339459e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/diff_median_02" , "-1.524585151482155e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/diff_median_05" , "-1.2393039519534845e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/diff_median_10" , "-1.0257406972297325e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/diff_median_25" , "-0.7047677590247545e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/dist_ratio.coeff_var" , "0.15139831894594982e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/eps.max" , "513701.35433513386e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/eps.ratio" , "5.990990990990991e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/eps.s" , "6.671671671671671e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/expl_var.cor_init" , "0.12039374720555995e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/expl_var.cor_x" , "0.12341363866029043e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/expl_var.cov_init" , "0.11680420200584918e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/expl_var.cov_x" , "0.11440178437988704e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cor_init" , "0.12455799365811557e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cor_x" , "0.12661772841210248e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cov_init" , "0.11424465012029163e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cov_x" , "0.11498239324266618e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/h.max" , "0.8381563800386198e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/kurtosis" , "1.9614977499611266e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/lin_simple.adj_r2" , "0.4930003498887946e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.max" , "1658749.50085948e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.max_by_min" , "81.51490716818034e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.min" , "20287.626359476366e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/lin_simple.intercept" , "3.311114097905985E7" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/lin_w_interact.adj_r2" , "0.9548488258837589e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/m0" , "0.5843895930620414e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/nb_fitness.cor" , "-0.3979299107510986e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/nn_nb.cor" , "0.8046943572155012e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/nn_nb.mean_ratio" , "0.9073807793010457e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/nn_nb.sd_ratio" , "0.9382804302341445e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/number_of_peaks" , "2.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/quad_simple.adj_r2" , "0.5368008499675194e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/quad_simple.cond" , "52.39242879386518e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/quad_w_interact.adj_r2" , "1.004181204827284e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/ratio_mean_02" , "0.9244116400920603e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/ratio_mean_05" , "0.9381350778043507e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/ratio_mean_10" , "0.9475377281443919e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/ratio_mean_25" , "0.9629449643276982e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/ratio_median_02" , "0.9315259065612014e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/ratio_median_05" , "0.9443234346927475e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/ratio_median_10" , "0.9539247070780477e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/ratio_median_25" , "0.9683335586557751e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_30" , "http://w3id.org/ontoopt/skewness" , "1.2549729213389995e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_mean_02" , "-1.5040820226568954e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_mean_05" , "-1.1934779324289853e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_mean_10" , "-0.9512974824720395e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_mean_25" , "-0.6507322210595259e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_median_02" , "-1.4462793411596184e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_median_05" , "-1.1566997682951694e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_median_10" , "-0.9321517051228838e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_median_25" , "-0.6306802723365887e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/dist_ratio.coeff_var" , "0.15149939691696296e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/eps.max" , "563314.2670601351e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/eps.ratio" , "6.031031031031031e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/eps.s" , "6.791791791791791e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var.cor_init" , "0.11499999999999977e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var.cor_x" , "0.12300000000000022e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var.cov_init" , "0.08534919793522794e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var.cov_x" , "0.0861484285137408e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cor_init" , "0.11000000000000032e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cor_x" , "0.12449999999999983e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cov_init" , "0.08628569177788653e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cov_x" , "0.08471285188420022e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/h.max" , "0.835579227730664e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/kurtosis" , "5.124915195429478e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/lin_simple.adj_r2" , "0.5992241298860926e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.max" , "2882600.42231939e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.max_by_min" , "109.85232645123568e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.min" , "25209.730369320132e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/lin_simple.intercept" , "3.7465005930845626E7" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/lin_w_interact.adj_r2" , "0.9676951121053521e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/m0" , "0.5790527018012008e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/nb_fitness.cor" , "-0.3705516875873057e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/nn_nb.cor" , "0.8038713885678288e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/nn_nb.mean_ratio" , "0.9069341471200899e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_30" , "http://w3id.org/ontoopt/nn_nb.sd_ratio" , "0.9367686130163918e0" ,
