"problem_instance","ela_feature_class","value",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_5","http://w3id.org/ontoopt/ratio_mean_02","0.7979411618167191e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_5","http://w3id.org/ontoopt/ratio_mean_05","0.8280845505755388e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_5","http://w3id.org/ontoopt/ratio_mean_10","0.8699677674479831e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_5","http://w3id.org/ontoopt/ratio_mean_25","0.8873389057505601e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_5","http://w3id.org/ontoopt/ratio_median_02","0.7812153222473792e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_5","http://w3id.org/ontoopt/ratio_median_05","0.8027002669077038e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_5","http://w3id.org/ontoopt/ratio_median_10","0.8641835828610616e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_5","http://w3id.org/ontoopt/ratio_median_25","0.891225818986213e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_1_dim_5","http://w3id.org/ontoopt/skewness","2.06424849897731e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/diff_mean_02","-1.9698073293861196e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/diff_mean_05","-1.5514927915801975e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/diff_mean_10","-1.3558611431112704e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/diff_mean_25","-1.3039006179235986e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/diff_median_02","-2.3022105671358553e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/diff_median_05","-1.7543133563859001e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/diff_median_10","-1.4259236560503177e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/diff_median_25","-1.3530367645368027e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/dist_ratio.coeff_var","0.26598550781199276e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/eps.max","709334.1204987989e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/eps.ratio","6.191191191191191e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/eps.s","7.052052052052051e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/expl_var.cor_init","0.45309930678633836e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/expl_var.cor_x","0.4535112730620143e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/expl_var.cov_init","0.45871067951110744e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/expl_var.cov_x","0.4534811179881437e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_init","0.4522233200863933e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_x","0.4529600570539247e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cov_init","0.4586876888271326e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cov_x","0.4584857829519773e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/h.max","0.7420156446336224e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/kurtosis","2.2715767778660747e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/lin_simple.adj_r2","0.6961701386751006e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/lin_simple.coef.max","3235294.2012526793e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/lin_simple.coef.max_by_min","2.9763427541287646e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/lin_simple.coef.min","1079965.1530306097e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/lin_simple.intercept","1.5002970455738343E7",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/lin_w_interact.adj_r2","0.945571857836396e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/m0","0.4959839357429719e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/nb_fitness.cor","-0.23178389211339762e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/nn_nb.cor","0.788439976708876e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/nn_nb.mean_ratio","0.8178628586687018e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/nn_nb.sd_ratio","0.83200881296512e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/number_of_peaks","10.0e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/quad_simple.adj_r2","0.7494972415628738e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/quad_simple.cond","20.43775903463549e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/quad_w_interact.adj_r2","0.994629679687822e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/ratio_mean_02","0.7733131801333638e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/ratio_mean_05","0.8213191754316043e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/ratio_mean_10","0.8438977365034426e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/ratio_mean_25","0.8498477129984103e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/ratio_median_02","0.7391415918300728e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/ratio_median_05","0.8010357632719314e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/ratio_median_10","0.8384854285065653e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/ratio_median_25","0.8468507580840439e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_2_dim_5","http://w3id.org/ontoopt/skewness","1.643487521216613e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/diff_mean_02","-1.7357376403098113e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/diff_mean_05","-1.319688240941535e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/diff_mean_10","-1.1856849039871276e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/diff_mean_25","-0.9977291285149654e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/diff_median_02","-1.736147101117263e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/diff_median_05","-1.3827484814238233e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/diff_median_10","-1.27691090320649e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/diff_median_25","-1.0061043422315308e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/dist_ratio.coeff_var","0.26296701450195853e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/eps.max","513701.35433513386e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/eps.ratio","6.051051051051051e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/eps.s","6.791791791791791e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/expl_var.cor_init","0.6e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/expl_var.cor_x","0.6e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/expl_var.cov_init","0.6e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/expl_var.cov_x","0.6e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_init","0.6e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_x","0.6e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cov_init","0.6e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cov_x","0.6e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/h.max","0.7586753196571736e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/kurtosis","3.9687019076433234e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/lin_simple.adj_r2","-0.006349821875434536e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/lin_simple.coef.max","172343.9280397796e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/lin_simple.coef.max_by_min","10.580062816876724e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/lin_simple.coef.min","16055.079090248553e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/lin_simple.intercept","6305171.986818491e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/lin_w_interact.adj_r2","0.3277770885766209e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/m0","0.5160642570281124e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/nb_fitness.cor","-0.3152285455035284e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/nn_nb.cor","0.7581613951972401e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/nn_nb.mean_ratio","0.8211080926741225e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/nn_nb.sd_ratio","0.824817123057888e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/number_of_peaks","11.0e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/quad_simple.adj_r2","0.48043540615804053e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/quad_simple.cond","78.06593428938655e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/quad_w_interact.adj_r2","0.9975400539229924e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/ratio_mean_02","0.8002355317374794e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/ratio_mean_05","0.8481086073449646e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/ratio_mean_10","0.8634848633070996e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/ratio_mean_25","0.8851624316953025e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/ratio_median_02","0.8040062434718093e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/ratio_median_05","0.8436621503943765e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/ratio_median_10","0.8549145147831937e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/ratio_median_25","0.8861267036465673e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_3_dim_5","http://w3id.org/ontoopt/skewness","1.8766576066248675e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/diff_mean_02","-4.385066142734441e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/diff_mean_05","-3.3475651668918327e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/diff_mean_10","-2.7776079219785212e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/diff_mean_25","-1.8427329401382417e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/diff_median_02","-4.745824650505563e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/diff_median_05","-3.840851386723669e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/diff_median_10","-3.0864083838006935e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/diff_median_25","-2.053394128065346e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/dist_ratio.coeff_var","0.2631866513882263e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/eps.max","1074066.1533334323e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/eps.ratio","6.331331331331331e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/eps.s","7.212212212212211e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/expl_var.cor_init","0.4546683375279817e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/expl_var.cor_x","0.4523534362317996e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/expl_var.cov_init","0.46345488922336553e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/expl_var.cov_x","0.4564644124595034e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_init","0.4544445180461104e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cor_x","0.45587243766593766e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cov_init","0.4570236188846787e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/expl_var_PC1.cov_x","0.46232277536638616e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/h.max","0.7496383214461417e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/kurtosis","4.016945812626435e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/lin_simple.adj_r2","0.8183232783006241e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/lin_simple.coef.max","5651359.68842998e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/lin_simple.coef.max_by_min","12.906371765857031e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/lin_simple.coef.min","435372.46341820265e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/lin_simple.intercept","2.344212541851393E7",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/lin_w_interact.adj_r2","0.952682948673643e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/m0","0.4899598393574297e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/nb_fitness.cor","-0.23472706162711515e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/nn_nb.cor","0.8102907616407194e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/nn_nb.mean_ratio","0.822188812918905e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/nn_nb.sd_ratio","0.8511056299991447e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/number_of_peaks","8.0e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/quad_simple.adj_r2","0.8552610823991778e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/quad_simple.cond","22.296896035577184e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/quad_w_interact.adj_r2","0.9940074616731007e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/ratio_mean_02","0.49569267449125254e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/ratio_mean_05","0.6144929877250527e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/ratio_mean_10","0.6805727024294557e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/ratio_mean_25","0.7881374727835977e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/ratio_median_02","0.4638618407552071e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/ratio_median_05","0.5662780444504547e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/ratio_median_10","0.651290099713793e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/ratio_median_25","0.766934379960655e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_4_dim_5","http://w3id.org/ontoopt/skewness","1.7194451079741473e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_5_dim_5","http://w3id.org/ontoopt/diff_mean_02","-2.8024815720139027e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_5_dim_5","http://w3id.org/ontoopt/diff_mean_05","-2.3847398053808577e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_5_dim_5","http://w3id.org/ontoopt/diff_mean_10","-2.184591063010352e0",
"http://w3id.org/ontoopt/COCO_benchmark_problem_10_instance_5_dim_5","http://w3id.org/ontoopt/diff_mean_25","-1.9758355282214146e0",
