,step_size_adaptation,budget,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
10,csa,500,0.07312403316237587,0.05888099533058214,0.059378821357295414,0.02106908095417235,0.1488923859667573,0.048715658344222514,-0.04039874750732118,0.06862072723673042,-0.05620422275762528,0.39907612593645947,-0.2679258531243134,-0.15379758365482926,0.044745817740105887,0.07273824674291247,-0.3043149134442937,-0.08076324208883386,0.041456447811101894,0.016524342244452227,-0.1478039485108305,0.10439355235448265,0.06851221096664833,0.12879730481867846,-0.1401224475926211,0.17275263129760887,-0.228330128743577,-0.1540993123791154,0.12735730661223485,0.3654611011862656,-0.023462217325063386,0.2862768405041996,0.2420355009513151,-0.07958910443135676,0.3303669797151845,0.06520172500629302,-0.00822750778690456,-0.4501197804814433,-0.053756328414160476,-0.2613626557190508,-0.03768064986914642,-0.0007322096080703447,0.3326807852851184,0.3376051910586158,-0.21672611652854643,-0.017119357299239676,0.0688999206555199,0.2666615649093021
11,psr,500,0.026217231091260364,0.5065194218006084,-0.23939608728631478,0.14725797568185472,-0.8585052617722346,-0.31829196589276887,-0.0751863507399007,0.058227042429745045,0.7072008659249662,1.8029830160508231,1.167007893748908,0.4241050976904978,0.10649515245713428,0.23622874789684667,0.38032361334171966,-0.250767233557392,0.11121591307796841,0.11551061987752835,0.29514193623693985,0.09874668679013424,-0.1798948586391496,0.2722732877288187,0.08679803943010181,-0.42321720853588796,-0.37391290416282985,-1.3158120419114148,0.7815926707245608,-0.6809502221151331,0.32133415272173643,0.648578712825202,0.7703130335506301,0.4128517147118404,0.304110860007199,0.1818067724467064,0.03933729886614832,-0.3098703137370065,0.0698576357316024,0.13367533957510325,-0.4186640866986348,0.013862238749353013,0.061285434320746436,-0.2428519607672674,-0.5440183792137236,0.005969942679476892,0.26616690684056227,0.31238301657404854
12,csa,2000,0.02389930485580561,0.0076552671797841445,0.010181413806172157,0.009271499991021738,0.01729004036462858,0.003983891361535522,-0.0020615513909361086,0.0008014249953305802,-0.02364968244277267,-0.06854527639136919,0.014966085913958005,0.06030177402461526,0.008284769063544879,0.0017867426719359919,0.03586835500025912,0.03448185605807448,0.0017876890954116784,0.008969023411515734,0.026523902482299452,0.035520225338848896,-0.013585987989190473,0.008006187980296176,0.01688947939847335,0.0398907303361112,-0.00649154918145747,-0.03484983229392678,-0.007498736503236075,-0.007352894078034152,-0.15314703080257203,0.007343115286862808,-0.024566820787920926,-0.009581009448356102,-0.010161965001945019,0.013648684742507173,0.008201419012518894,0.021874704839883335,-0.037789974796776676,0.01331613942355211,0.004339442750347667,0.00972290738193484,0.008416048314029138,0.015683861774683675,0.00853675888404401,-0.0028424618035730372,0.008991457096038435,0.0009168167002088862
13,psr,2000,0.015560073483593844,0.008205988755924449,0.008224533762511418,-0.001965251362089124,0.0174796562182534,0.005612669225123579,0.000861930573313998,9.958823498957523e-05,-0.018742313601999915,-0.052409270714529096,0.01707578726698468,0.042042475145930826,0.00783244908411792,-0.006764845558455159,0.026197956625606467,0.018851312133203693,0.0011687768351696598,0.004036641056187715,0.012543015704451687,0.016123170080752095,-0.017635549590290202,0.010126392226672165,0.0171336921224873,0.02103708879813399,0.0018970721504173837,-0.010450456734297111,-0.001219722679489529,-0.0032856655990161085,-0.08509240921090062,-0.018846311435703113,-0.016939838086749714,-0.006125656424544318,0.0027662003738552843,0.005888294987043032,0.008477222549358399,0.003875107108878224,-0.02143896882487404,0.01095230417616721,0.014049144233582285,0.004208501767831205,-0.0003579988701956473,0.009258094349681258,0.006618847143641727,0.00313317299691829,0.005463443551986369,-2.708411011725058e-05
14,csa,5000,0.0169471152620918,0.009631476181392346,0.007662296998537589,0.008014522993620191,0.015050327287464839,0.0031116166961046455,-0.0027560630748261748,0.004942110207286133,-0.021362961794751025,-0.07322805340518651,0.0031617579392952317,0.053620473337525794,0.005613440732440883,-0.00112613225230159,0.03998682955018276,0.028206735837436027,-0.0005080600043523095,0.006961023557882572,0.02693350422490387,0.0309462600555899,-0.006599351036769178,0.006417515022748043,0.025679182823465062,0.040213337653877294,-0.008165590599363578,-0.028644643254400175,-0.009775792313094467,-0.004841614596016727,-0.12859091321603816,0.00255813129719937,-0.03222246518716543,-0.0030325922046663557,-0.002553084644324815,0.012007353312805146,0.011913865240273804,0.014773999561626965,-0.03536055082674594,0.014932205885080136,0.005473109010297041,0.00825596699291462,0.010867615830706695,0.014316957085711868,0.009147734366964156,0.0008883190005140928,0.00793336586700752,0.0017608226826139439
15,psr,5000,0.014683151064557217,0.006162862585503604,0.005768963068950211,0.0006067589962748996,0.012941167044639972,0.008572911864854931,-0.0014014076496998153,-0.004406181914478588,-0.022359865534063175,-0.041199141895271275,0.006646377687754178,0.03786583411725845,0.0059769278814288205,-0.0074057146748300875,0.031198236588392794,0.015260676067179957,0.001096056021609108,0.0011920301212487122,0.009263933240131217,0.027631956171416894,-0.0138507365724943,0.009135497356138049,0.018826971304552645,0.022877895433396897,-0.0026715206853109787,-0.011848209711075471,-0.0011254889606609438,-0.00252282092558622,-0.07790951916051221,-0.01893038204193981,-0.011998254507498692,-0.007243284898642964,-0.0003203373717284349,0.008023767172194392,0.010882697800548697,0.004733273063666151,-0.020556795518754,0.011090216023747889,0.005769524926722484,0.008169515952252977,0.0013596401192679857,0.013983424193625162,0.008574193217147225,-0.0019725995224220386,0.0033593367591853002,-0.000837063567011541
16,csa,10000,0.013824720780619444,0.008931331803957783,0.007066499128247627,0.010294685554941155,0.014803481640360867,0.0073745476617334904,0.001214269514178086,0.005867467213584678,-0.020779486813599122,-0.06873314349843906,-0.0004300674052599517,0.06675351869790534,0.007004176877460633,-0.003980467655622941,0.03423125877786349,0.028468672622445217,0.0028442147779941724,0.00279427892677922,0.017860822728224483,0.025998921028959725,-0.0015099994372473771,0.0065817667307289905,0.02422429576569256,0.031076449412474522,-0.008619574225239485,-0.022426027877055076,-0.010949107773662991,-0.0037792608523534044,-0.13176839521724162,-0.005250529102615136,-0.02686661201382642,-0.008571252924761054,-0.004970186261679875,0.013486063247785805,0.010417015385772525,0.014654492869988992,-0.034102771967637655,0.018495537291526178,0.006989093410090599,0.008841331154096488,0.011657502195332209,0.013459986681158002,0.008697622808274252,0.0020065930925807474,0.00815300400321729,9.893054435043408e-05
17,psr,10000,0.014153859471793073,0.01233565657511269,0.005817737093944965,0.0017765310481850777,0.009874770701929386,0.007822267702583588,0.0037637991792288414,8.872672359099008e-05,-0.020712888196536394,-0.044658030384684085,0.006445837851826878,0.03238507773478168,0.006758372228884768,-0.006307176639527608,0.020485739105055276,0.010751476585084506,0.0013923347249643896,0.0027619067016298533,0.009636152704392035,0.01758425659572775,-0.01269035816289871,0.006517504131192178,0.01674568173071404,0.02142802047880916,-0.003406918207161723,-0.014745859443459979,0.0012634739374725876,-0.002645633623781716,-0.06940229568679332,-0.013582313745368831,-0.01123521133698318,-0.006310251947800118,0.001160441828546651,0.006056881700830959,0.015440207505725091,0.00508541682657936,-0.017232874131365657,0.009479650217136312,0.006320301539301025,0.006250380646137199,-0.0006489457365284299,0.011283096065653376,0.004285559717372411,0.007648585960902176,-0.0005686611978020258,-0.002883528504813339
18,csa,50000,0.008744553844518117,0.01027706482015362,0.0035048616190217234,0.0029884713624723017,0.009929889245763181,0.005948732169668409,0.0017940201947193664,0.01659507073808111,-0.010609482480777466,-0.049654142906501136,0.005201202613032935,0.03422449963901282,0.005821709711974287,-0.0004025689380947073,0.01016224071342071,0.009810252321310558,0.0027110787758044346,0.0023555896127403675,0.029836987943511015,0.02031453918204981,-0.00014972770769445086,0.007206924304287485,0.01600778370062063,0.02886683752512492,-0.011546276445055174,-0.024312888315103268,-0.013145111655946399,-0.007104308010935671,-0.0740521819339266,-0.007324815134072725,-0.014758882078288441,-0.005009247368409202,0.003474561542004079,0.007080193334953528,0.015874453840623526,-0.002624839744265044,-0.017140924646547786,0.010927195298647933,0.005452870527763782,0.0032528836883681687,0.012889657527613924,0.006920454055353899,0.005595360723611981,6.67101545480792e-05,0.013213918885985498,-0.0010356379526609144
19,psr,50000,0.0094912925615548,0.009791177711985599,0.008348484751079556,0.0031426651917712245,0.008502652959752154,-0.00041305249866799114,0.004671372184736552,-0.0005915645704891826,-0.01720314790352401,-0.01990190501725087,-0.0009603898322529593,0.02037579228579015,0.008587166843739613,-0.005716625979848724,0.02043477675237524,0.00899668750402072,0.0024202832889433784,0.005149457227639112,0.011526305371031458,0.016874428860647654,-0.006584053150026985,0.006720162162137178,0.021268690711581766,0.013664381591697085,-0.016619884597834332,-0.012027182972203121,-0.006084502987217212,-0.004697507799354168,-0.057054101749256,-0.014750964873639255,-0.016608325348717045,-0.006741329300342613,0.002922893487250933,0.008143612070662914,0.012273232033960727,0.003979658172227477,-0.011129811032812206,0.013946926070637272,0.0074102042531782875,0.0037681451432902482,-0.0009241770686550817,0.008569523322841919,0.008043854768988033,0.0009679689822836308,0.004700227550837575,-0.005188161981780727
20,csa,500,-0.06808121945389371,0.043234173528322116,0.029208261431694024,-0.09296092756617189,-0.11662227985589028,0.05770446098152534,0.07705079927214412,0.012243422866046834,0.07108265293877404,-0.5210099821231874,-0.20350051937673128,0.14168276361163615,0.1999498640805453,0.41687841468892717,0.26079759040002765,0.04604817421578381,0.10618852641626227,0.14990097581275516,0.18207289580959404,0.23605534553971663,0.5545782850480363,0.1857347125618808,0.11729633816050616,0.7528559482174446,-0.13432038988406708,-0.11340957636323382,0.06021462826957682,-0.8884008359955765,0.14484638766678623,1.936988343054391,0.09847763254191279,0.03992409541433896,-0.3177472809785505,0.42313255376490705,-0.1182567796433864,-0.15276184947646357,0.17971877299711866,0.07995137606106158,0.06381943355980522,0.07765479577405697,0.10813698422616845,0.08159927617402288,0.2310590084129977,0.12074252269332222,0.18297477390772113,0.17713194963793685
21,psr,500,0.005112454069867826,0.003829954276997606,0.004752706197384151,0.3673133737174505,-0.4602762942735486,-0.11697607452348448,0.06497150091409178,0.0856941615474054,0.005254349848516554,1.2855699177934232,1.5636898563987496,0.42883895272421413,0.000400833209996471,0.017797459756458214,-0.640199023765642,-0.2277377477007744,0.0016036919323526558,0.015132036830006973,0.44152628757684415,-0.2259233897407181,0.30244274339861116,-0.4222975443146289,-0.08408623380312256,0.5081067307816917,-0.4769091863747537,0.910706907088265,1.7986183589867,-0.056444128695924925,-0.04027873916084914,-0.793244351594319,-0.0695723992488338,-0.010182089099952385,0.09703659061341235,-0.21304319658697166,0.20018295007651743,-0.17370357473392234,0.04313616575225086,-0.037543103221929,0.10988891442474215,0.19789678938013225,0.12357265848577216,0.4413496319465364,0.22006588737520244,0.1529043321158382,0.25911924136616277,-0.23993314079829936
22,csa,2000,0.012848401571123247,0.007844444581502547,0.005781628023893953,0.005696848061278903,0.018008954003435204,-0.0035190005724999953,-0.00212346870305991,0.00556793458382725,-0.0138941607743912,-0.06505915353995223,0.008990846270254555,0.06758845462034789,0.017645724162142336,-0.0037919116048982923,0.031153923302731885,0.0269026555302518,0.003306595835481864,0.01003534872287695,0.02947504898986173,0.028931670212419543,-0.01742150274704157,0.008347442412238964,0.022373749878498547,0.03883966943825171,-0.014074231816744496,-0.017278610815856448,-0.0062130493241706886,0.0005388205415953309,-0.1648373228603883,0.00014710943527892023,-0.010289851437418009,-0.00025330213639213,-0.005129754566519187,0.014223169307531142,0.02181120190515941,0.009260898267450598,-0.024868155627433493,0.012270096165235354,0.010699417773930409,0.007150355978585157,0.012202298427783947,0.011741557230618286,-0.006036776091659326,-0.012997513986728909,0.004472441483004605,-0.0011103273361425235
23,psr,2000,0.011773501732417195,0.0024662411360822025,0.005381966133153931,0.006037195758339221,0.016031568879051755,-0.0003123724949843309,-0.0015047851031498138,0.001268960373740733,-0.01803190415714772,-0.05070458562107223,0.010200998705762887,0.038506954784036054,0.007356209035626247,-0.0005517241940672442,0.02413017368940718,0.015161317065066038,0.00038925553215548583,0.006155526608905238,0.018556385682049606,0.021595736068492955,-0.016124253457890196,0.005065868988225953,0.01544465219971038,0.025218886534705522,0.0021205644344859348,-0.010712369997613932,0.002247329817396774,-0.006182596523008207,-0.1090673729130318,-0.009803948034827469,-0.006980394094664462,-0.0014395139095716915,-0.0018527809009482694,0.007545654675279035,0.00876987086355702,0.003000344875164215,-0.019846966805046228,0.007722414676843823,0.0004605421443988021,0.00133286224910709,0.007024973468039949,0.014888479447894796,0.006851845094855892,-0.002769316191943135,0.006622798068110727,0.002894701020907293
24,csa,5000,0.012383313847495768,0.0022672007494803654,0.00293200807550609,0.008558993630526902,0.012667137397438267,-0.005228774124925807,0.001760132556039856,0.007754455620844548,-0.017178048998457915,-0.06793123243039277,0.004570753199359553,0.05710009533970501,0.011144120681288323,-0.008890755317642635,0.03436569900589022,0.0301552255842154,0.007037068509442499,0.006939336316134108,0.02896395205385616,0.023909928575204017,-0.002063301092579413,0.007712031393970186,0.025657773493156625,0.030635278588751216,-0.01360684624026316,-0.025821786105319097,-0.007301528177505904,0.00039699196797273996,-0.1477332206972332,-0.0003755854388645971,-0.015568830625026764,0.00041195399990918367,0.0009584219494359719,0.017941768932167583,0.013264442328114797,0.01297235094404181,-0.010545843889591492,0.010169012089151512,0.005057101406817749,0.005296633969622083,0.00907232740136789,0.010548925188787448,-0.007027864419768092,-0.0014678405953507056,0.006296174479339192,-0.0016127313334869382
25,psr,5000,0.0036164172203264093,0.003554222878637992,0.0038579179024471706,0.006701406442852718,0.007828039959395945,-0.0018185279115977638,0.008089569647295179,0.018812177033868085,-0.010020348917334517,-0.028578137072156742,-0.007738690174388594,0.05069037369579185,0.004612278115807251,-0.014171492656046362,0.014747862349611443,-0.013438638105819878,9.440568882028988e-05,-0.000595508633989137,0.027690915346435696,0.01581301850292388,-0.004187300203597115,0.008636910016071133,0.010992394608385756,-0.00041853841790198085,-0.0049972478750413725,-0.014658785655745294,0.00563817820778836,-0.0007044505658028662,-0.09477266673357555,-0.015081557885860873,-0.01954604749215444,-0.015616053379215488,0.009510859762177972,0.0068616448230071425,0.012450185480111413,0.011076478927664021,0.003379670766614137,0.020664387971380697,-0.0031752216549000758,0.00798014344525428,0.008827157988560878,0.006127331637112143,-0.014115225549258347,-0.011448235371029531,0.009382201916732976,-0.00021178515049233244
26,csa,10000,0.014232401321294575,0.004203513768942287,0.0022369808978816197,0.0038128266090655598,0.017331423177339562,-0.002457655801701175,0.003991851835970295,0.00785106261990602,-0.013548395739366005,-0.06136577602052124,-0.002114712125222295,0.048730823761054115,0.00810706343798225,-0.008453438981521911,0.030517184769618805,0.03132302384555133,0.004127169890789513,0.0067626907401469455,0.021915849023021915,0.01697532756954896,-0.0015862697204457172,0.005122484879474309,0.02376070257248074,0.02408635708718734,-0.013684828128166536,-0.024572681245086943,-0.003271267213426763,0.002734895437367067,-0.12153391940276818,-0.0046912789819257466,-0.016192659396773803,-0.0015757469954411597,0.0016290763629603984,0.015141468557252504,0.01259668540447418,0.01030796774120582,-0.01797293405130773,0.01205682031617484,0.007355679975419875,0.00715467166770609,0.007694644081516429,0.012301908627351118,-0.0009699225505222042,-0.005450597541616311,0.001939803594628368,-0.003437317405028419
27,psr,10000,0.005811357234393565,0.0008812354389180198,-0.002372846061323355,0.006224248668558117,0.004587409273425348,-0.00399379757223415,0.0035985857667734573,0.0054843289515813486,-0.014051771762848197,-0.03846990643881106,0.003778821689637646,0.03626689882283359,0.005992280941162694,-0.004136512865660502,0.015023746599053145,0.015204527478480313,0.0006099860353183639,0.005152198188309281,0.011296711184039259,0.016174449566065258,-0.0031749798743988603,0.004965413569059387,0.017316508109762433,0.018501840969506377,-0.001101710254899209,-0.01953336132630796,-0.006341461270469159,-0.0023947529791774965,-0.08124375573681229,0.0009036184913246922,-0.008084214993272387,-1.8372964617571993e-05,0.002380221946745969,0.006063622232227092,0.007492596008754192,0.010441280430610543,-0.02110571248078237,0.0065284404230942965,-0.0026865182452247504,0.002576962836002011,0.01151377681374897,0.0064833910101830565,-0.007915170315911631,-0.00011515115302319264,0.004282383038098334,0.0008861851378716222
28,csa,50000,0.011426344406365026,0.0042146140841207306,-1.1584116758406936e-05,0.0031411398673829713,0.014379247920468043,0.004772658872721771,0.00010742128006447788,0.009592194879562787,-0.009114328493067663,-0.05859311174682169,-0.003028313972533367,0.04760738900752056,0.004612599267355858,0.0007118533721541786,0.028812620118430124,0.02481802860446442,0.00550707764424721,0.0028110536090391208,0.02440714595145769,0.016459374226955183,-0.0003170991122178884,0.0037594412432493903,0.014174285927013234,0.026385721159261126,-0.004510608618759449,-0.013602112196575599,-0.003374364728718217,-0.005653588755317827,-0.08935890843213246,-0.009527166073282228,-0.006076305509524995,-0.003511164254831091,0.005478799704866404,0.0061415626606171605,0.014948906839049777,-0.003258712373977381,-0.02128106936262757,0.004652953189107651,-0.0012028907217844888,-0.00023439440560760546,0.006806744901513022,0.0048139987565749024,0.003413318833121191,-0.0004221869958095358,0.015989071250658047,-0.003502947413456467
