,elitism,budget,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
10,on,500,0.032514916540588135,0.03197732286649731,0.05938318199738935,0.02967864298176445,-0.11455420275119038,0.0929460188919934,0.005256455551430306,0.08483973920810481,0.06509257380888747,0.27511891346007494,-0.16569859307906226,-0.1310288751324088,0.060659112067086705,0.011766396898442033,0.032726541598472284,-0.12661387491220677,0.10942747759603823,0.13416399319616706,0.10336941656677016,-0.03964090227799703,0.010098818872284044,0.20800396200747073,-0.17920030018908137,0.15384285636638959,-0.1363093386082287,0.41712954951415687,-0.17905088926812643,0.03303678221087798,-0.058237732954527006,0.03558283076796235,-0.035271645594286485,0.1369667265695818,-0.15049896275110267,0.1303712488054904,-0.07777044269794935,-0.3143116006437671,0.06480168947362432,0.08395068025409658,0.017333968565767445,0.0017625289100257067,0.014911901974424036,0.07802034404928995,0.055036383982891075,0.001358278229755612,0.1666680847733927,0.27920878703890195
11,off,500,-0.1464980048884258,0.027241258395236913,0.1952432174119287,0.05046118390311814,-0.3234854182099936,0.05441910630474591,0.8179725266862873,0.14421541311325503,0.07397664650726261,0.13745483276476947,0.5714351023756838,-0.5454459281894157,0.05222094387406703,0.10611246687202905,0.17681421751867046,-0.22954083473739503,0.07635970973801022,0.2579999168876822,0.19472224691811998,-0.13298593128463354,-0.05723068308615042,0.22603591040724486,-0.1535986877786475,-0.03826052030066677,-0.6079546156213301,0.11293654048816758,-0.21408892379010805,-0.07931467071066257,0.005421765609683879,0.5827149483673809,-0.38045072041446915,0.035590231316890084,-0.525160546446614,0.29419652087275877,0.11393306931493646,-0.5895520616774037,0.20773310865377406,-0.46827256275776585,0.3339171780192196,0.21960391238751817,0.3769347498880096,0.03379874189714648,0.44168559608288527,0.7612939133687681,0.13241178883316448,0.5138229627423544
12,on,2000,0.01935300516857484,0.009202475998476746,0.0009378099545226451,-0.004451837087243138,0.01857789169796203,0.009515954140978798,-0.001527506412410431,0.002473327172261305,-0.029610865418619275,-0.06003880878666867,0.00930276359471329,0.04556802375673217,0.012389324641948318,0.010711860655353466,0.028638841854157836,0.03279003360600601,0.00810523387824915,0.011777665493687996,0.02797411236548274,0.022629056921246376,-0.017157546999798802,0.00596087057470784,0.028517622550541064,0.0478569644241519,-0.01073359369793993,-0.013749955702119178,-0.005443162732244164,-0.01049866476349614,-0.1420044416035003,-0.016219501676798368,-0.015919443875274174,0.002645205890587363,-0.0020168758674108896,0.01043630914395819,0.02337296661394184,0.001717959912688564,-0.021178001851491535,0.01737465207776662,0.01078735120317224,0.009702481511122706,0.005937707147572099,0.011535443535563681,0.007340582169077853,0.0012647299963737782,0.009672832726997977,-0.0037605698071600676
13,off,2000,0.0023268877967858584,-0.002794423136418893,0.00010621877741556047,0.005838270004455184,0.0049038104888325055,-0.0018275248999053099,0.0019185365134894643,0.008853744507770529,-0.005990138001517275,-0.02742058462351586,-0.0005750145825760551,0.02103122821290618,0.003979031419061504,-0.004795429172030679,0.017480709009997302,0.011612971146494466,0.0027175909093632507,0.00018298507162540145,0.01673686030553785,0.014875130114630734,0.008322228572192105,0.0024441867937129345,0.006083559184623546,0.006824784539857554,-0.0016742700954256353,-0.014152056350049229,-0.00706036221724224,-0.0030766434824237225,-0.049919480703028325,-0.008687347099780031,-0.008874589522967087,0.0006195096371143564,0.004881301434298891,0.003927138874089248,0.008067731529224263,0.0031387879717547297,-0.007485378968485653,0.004826440469275678,-0.0020643598530316136,0.00039328349703061683,0.010301599704838479,0.005260429297029648,-0.011473546227822215,0.0001692848166116116,0.009094484800208873,-0.011031596143453119
14,on,5000,0.019476971484702565,0.008793134820152423,0.009024260153139663,-0.0022507561849635675,0.011648783106430598,0.00843680431908571,-0.0020567975132092155,0.005928401082445506,-0.029400835360457643,-0.056596548527761394,0.02096793414924692,0.04970431287109232,0.008569662110684762,0.006906877295928917,0.02443902544458469,0.031026733427424735,0.0059327141306403965,0.00537701447049114,0.028680075671188267,0.03031134194657148,-0.020399461637561782,0.007242466757253195,0.018520313642981692,0.03318806630639908,-0.00391036076623945,-0.015386643473577237,-0.005483759317538821,-0.01874437794912127,-0.10623898500156952,-0.00756324646427148,-0.02173562278362733,0.003035145982744512,-0.001065667811010616,0.009731015756762624,0.016842890386960276,0.011826558424376193,-0.021999846135018358,0.018545075843661274,0.00214665230039132,0.0140267180451403,0.004177651823311113,0.010367682317054592,0.004541087357962737,0.0007907632445593216,0.004145131571323637,0.0020022241680943296
15,off,5000,0.003979077881864708,-0.002168418750100827,-0.000600627626826615,0.007888687630114051,0.0040589451448116,-0.0016465519505110037,-0.0006419916483043737,0.006436402671011567,-0.0009618888466189813,-0.017984770546631827,0.0036206908679009653,0.012587056440740355,0.002357987277962286,0.0026413499003172594,0.002410394566291251,0.013276486620043097,0.0007914906065339201,0.0017526148210491876,0.008430202196358915,0.006904088496131724,0.003182796896529198,0.003399016328072622,0.006635708443609472,0.001994474151033727,-0.00043885421963700566,-0.004179849927891624,0.00936119779403157,-0.005398414082986304,-0.041285637592350356,-0.008043786729013878,0.0010171227190852654,0.0025585171381781366,0.0013943000273533132,0.005473455946293328,0.0035591823135357223,0.0006427360136012865,-0.00583277274762875,0.0034234494862197882,-0.003572958993599182,0.002911692327533925,0.007491841918605703,0.0031819417882410837,-0.007655048363404334,-0.0005643747046719377,0.0044657346119029665,-0.007298845545818964
16,on,10000,0.012051067100109648,0.010245726592382176,0.004560211666868019,-0.0024963163248063022,0.011754130031155765,0.010367527419181215,0.0019427484743960385,-0.0026081623037688224,-0.011666462849013699,-0.0512652591397595,0.014407427485173502,0.039895325716987964,0.005062170074432365,0.0015002799964823805,0.024494803858860888,0.027719321721797033,0.005164849849219766,0.00337310759708736,0.021286464540197825,0.02231110971617085,-0.011568937523438723,0.00519478382675649,0.010524983098017433,0.03609937013551514,-0.010183505924939907,-0.013548496891747808,0.007974418420937424,-0.014297038302222776,-0.08724624108566087,-0.01301642093266606,-0.011973377852465033,-0.002113608565898728,-0.0001171226744742741,0.005375675898318587,0.01860767084062333,0.0020957079637394785,-0.02200177481653446,0.014065508489882009,-0.00011128824835091634,0.006940324188039739,0.006355214999744377,0.0038565447577284455,0.009466897497592509,-0.002021109757912422,0.002841432524640014,-0.0018037779130478748
17,off,10000,0.003653448468240872,-0.0030157581842901165,-0.003258163755227598,0.005769242632858963,0.0021091160793778813,0.0007126316067012044,-0.000540062059142242,0.008240729988860534,0.002926540536130707,-0.004910985062649357,0.0010229364460666243,0.009401672887919033,-0.00010474260367315111,0.0032106080253653693,0.005588393105933193,0.007209447583592207,0.001481660307012519,0.001971384271047987,0.007644516299032744,0.0005702066152826311,0.0031295915070428714,0.0029046394772951883,0.007499618837878172,-0.0005912634705822659,-0.0045480888642301836,-0.00623340832887908,0.004892971598297237,-0.002675733925333867,-0.024565641816575858,-0.009973123660417964,0.002225731750225374,0.0028299011276812207,0.0009757971786964553,0.0035411952579715933,0.001744812213451901,0.00215142345330311,-0.0023012541198575874,0.0008969268107018755,-0.002112835977521243,-0.0023319488267438543,0.0065500870304088755,0.0026257305220796596,-0.002633380070450629,-0.001944177059644205,0.004842464811109212,-0.00413280495892925
18,on,50000,0.004533973561854531,0.0040782897970752085,0.0007227477553692464,-0.00468293370172825,0.004398849772465726,0.008253977186355,-0.00209200877673154,0.0019995419140308992,0.0008795014602458335,-0.020712361895065638,0.00581927462914016,0.012732486054093462,0.0039932892749351325,0.0043562986182842265,0.012604731425425853,0.007590802027281626,0.0037189868830615038,0.0028633696865269036,0.014529984963397559,0.015198714959769651,-0.006634898518479266,0.00302654969643354,0.016218698043677086,0.014276553584825184,-0.006767353090575407,-0.009844618054926325,0.0019629494438358577,-0.008778978712768675,-0.03475667538045004,-0.011174309535157691,-0.009963950949014604,-0.0006564658785137017,0.0006175979943121504,0.0021964953195152226,0.005287568805871927,-0.0016682612503689464,-0.009219265396086957,0.008059054715833314,0.0006770215794074365,0.0032452162228108444,0.008308243275398298,0.0069003401783601535,0.006544925416250906,-0.0017101343013660648,0.0042096292336544164,-0.0020794360143129797
19,off,50000,0.0012491603001663853,-0.0021901795513103862,-0.003462999696988445,0.0046980879012890045,0.00019466767637504526,-0.0014940973857103512,-0.0014816485241627082,0.004101026281292263,0.0014423830157882075,-0.004214675722430791,-0.0005097390418841019,0.005208412849170787,-0.002215903168852516,0.0005027985614690797,0.0005103700670552342,0.0027876888158469715,0.001496241626369328,0.0017590430211395524,0.0017189264138699485,-0.0002243189041018254,0.004623411602270158,0.0013130567080396538,0.0018472190986864138,0.0023076682623927526,6.455979032593244e-05,-0.005140366460979803,0.0017729115689044867,0.0014511833606583033,-0.012342512739054635,-0.005711930169410708,0.002132059573397932,0.0008969350580264069,-2.714731472845401e-05,0.005217679726400099,2.6415081998132246e-05,0.0003172351095325411,0.001527493342848532,0.0010491424149816815,-0.0004144163404875117,-0.0017052814611664237,0.005872366020426693,0.0014077157651115118,0.0002871782448540303,-0.0027056459718702466,0.006164845970334185,0.0012955974777940254
20,on,500,-0.08944074542479186,-0.07790559025588188,-0.09866269424517395,0.12268490143007743,-0.14655790494645188,-0.1195023330554493,0.008735672748050313,0.0036593506771914618,0.03629115415988915,0.8544254115640958,0.7154162359386015,0.11556064150563969,0.04892074129910396,0.03860240217282798,0.007432810934123761,-0.07870400008361896,0.0131458135758441,0.007118532180061783,0.018278839485787395,0.015203877482153598,0.14497558777688663,-0.08693474372153602,-0.013375541969261155,-0.03088481158911399,-0.09212507464479766,-0.21423362194266027,0.5006095898260188,0.08087195400025511,-0.12006428438243266,-0.02427382188190306,0.01165216841586038,0.09202274350380628,0.05484770175910641,-0.06573139496956494,0.09003163710847199,-0.09659401539322765,0.06355137326036443,0.02535608902307406,0.18803754566870584,-0.03892153681785944,0.08055271646159744,-0.3092792450920789,0.21547624539071172,0.15006566588247588,-0.17069245042831424,0.002091345120111118
21,off,500,-0.42868833161269776,0.18016487149928162,0.8356187516149806,0.11437502224746644,-0.340464368438175,-0.21134607739948366,0.2822131746964734,0.3607950755369688,0.5208147778084184,0.24353967701714174,0.6725822975669361,-0.9508050859571266,0.1670964128341862,0.1963063826988826,0.19528328806794817,0.7666914615376544,0.34999975092040675,0.7695729295362016,0.5378541538670215,0.34338371093551157,-0.4295485172052231,0.7968045466953789,-1.0159382377394341,-2.2733528001754926,-0.4095491187012929,-0.06372417952031931,0.5032143714710994,-0.5596100807750636,0.21265789560638337,0.8190320042616089,0.006347250839341081,0.0313192326599185,-0.3181761130141581,0.5417598885269043,0.6272911066490002,-0.43517004010684335,0.7104368044118157,-0.4393432138891632,0.3277567876842535,-0.03710597650948461,-0.012932553193893843,-0.05096056171620644,0.09920731122393785,0.15859137884633417,0.31723061853517187,0.8896840930635518
22,on,2000,0.014577656603091458,0.0014536675239167059,0.007898445951548917,-0.001606390559445357,0.01511029742328401,0.010934875359631318,0.003481981644479683,-0.0009274885401013444,-0.020148363154343117,-0.042369851314295465,0.016192656655330796,0.026922864907771616,0.009012362431053363,-0.0017128857580168376,0.02405136594391021,0.02430335715391883,0.0012029283501254022,0.00332261736853079,0.017376754644443954,0.022252829323634087,-0.01845781762628922,0.004210940767030686,0.019647634047846554,0.013053647375712534,0.003958561476008204,-0.012447557159534356,0.006222175167438884,-0.010004898893968939,-0.08930146464132134,-0.017298656921394744,-0.016774901037620974,-0.004881657004196579,-0.0032597852431054584,0.0006997148813116793,0.015152219075857362,0.0024450852013632365,-0.02053783285076878,0.012778898664099623,0.007208232940268194,0.006181110344551926,0.0013496185972783536,0.015832357931120665,0.009726216713732425,-1.2104498676194774e-05,0.004494153303040232,-0.0024476452162625318
23,off,2000,0.019751775509714967,0.011124985521371526,0.008306757378105992,0.00711456801571659,0.012978304341619841,-0.008725725447889663,-0.0007343919557540283,0.006715845419615659,-0.019707096328247256,-0.03231930283941316,-0.005650960520060856,0.02667707839473162,0.003359732392031315,-0.005539143657380188,0.02869247417342041,0.03113081531577838,-0.000928413724995919,0.0054230698066256525,0.017827846110040062,0.029665812504954796,-0.002774856558042335,0.006804001860053826,0.02306741068054435,0.016016884331936952,-0.0025565638002382493,-0.0009783474506682146,-0.00784366267396446,6.202151155290959e-05,-0.11039561640161719,-0.010453503925484863,-0.03207495548323116,-0.0028375396626187386,-0.005683865643342526,0.0015277092435619958,0.010207890080092496,0.007454315735973294,-0.011960304746199331,0.015127193187807196,0.00923806208725997,0.009892811149539096,0.005794734640579406,0.009868435911352707,-0.0033597851923721565,0.0076504744515769035,0.003617373530755563,-0.006005265260475449
24,on,5000,0.016045947240764753,0.005816972026649638,-0.003801679015103026,-0.0017005336439616789,0.015155089105230097,0.006604853015884442,0.004765662139272752,0.0013316539416588162,-0.020714885204799794,-0.044173842972475494,0.015187597398228668,0.03206314089683905,0.009959312019762662,-0.0028181225569204123,0.025903953223857308,0.023242974611512413,0.0032010254885345294,0.004939867097957546,0.01649751900244222,0.0218294022453268,-0.017857589612494194,0.003272591306168289,0.016655130080386875,0.017485265674875225,-0.0008182435976454859,-0.014396558971881523,-0.0008926786925688167,-0.00758254806161766,-0.08039220207839715,-0.01864905633140929,-0.007552399670069143,-0.0054107834980648825,0.002555523287838243,0.0031397371947096135,0.01155835911068711,-0.0011849651492786856,-0.016655590146448768,0.012473864303555304,0.00552957379847827,0.003029818285419206,0.004854478989823005,0.013950225980675435,0.0038756654699341206,0.0009232440636142539,0.002684967186784013,-0.004341832359299869
25,off,5000,0.010751399939898204,0.0022556936389395046,0.006927192554833737,0.002903695970482153,0.004422640097773049,0.008119943121066614,0.006944007194638729,0.005790696661216477,-0.021795863159676965,-0.0635425541460219,0.006406601673377529,0.04510438567670812,0.005438639552052771,-0.00030090546354337384,0.020147024040652654,0.02506708430021943,0.003874457911569461,0.004333690003744524,0.031086437190488467,0.02946393138884171,-0.004204561210128353,0.004452212631459378,0.01928624643612843,0.0348604607042835,-0.0029927560382388895,-0.015987525462196023,-0.0110869921261434,-0.007330625059466747,-0.12146318075757431,-0.0024624978060078535,-0.015927139831777855,-0.006471818217853506,0.005926178193407492,0.008943115047353699,0.016409422995762545,0.0065827861640116265,-0.025360555166311034,0.00963425283341422,0.0006624344300646926,0.009930428882070888,0.006832061472225354,0.0072543685107579825,-0.0012397687311257398,0.009883981245001009,0.004595202646671923,-0.005427412907425223
26,on,10000,0.01407190135008085,0.002980744237490178,0.0014683831252479962,-0.0018194992755131327,0.014799771180140928,0.0040557869170209085,0.0038763433623340135,0.003568733453924909,-0.019170010744196532,-0.04186381595193822,0.015224485006665931,0.03283429080076576,0.009161681881212308,-0.0025164482291776626,0.017622612577313894,0.02120032770332645,0.0024990476870141443,0.004242235638352419,0.01505839443523058,0.016907826846570682,-0.015343478628458727,0.005567807132645023,0.01638019638226682,0.018765315993247943,-0.003119606643197893,-0.017561409794774895,0.006803613224363997,-0.00557155619290105,-0.07742143261996913,-0.01264341409733873,-0.008609567606438277,-0.005614497831018973,0.0013261009689198133,0.0012462351333930631,0.006687731437797858,-0.004090654715240168,-0.015589242356653037,0.011687139105425046,0.00041521938685348456,0.009511040604662643,0.005063810630251967,0.01241860724022718,0.00523200365181028,-0.00044276143445503625,0.004642177258458095,-0.004969950618203865
27,off,10000,0.008250754870834147,0.005176386925964407,0.006450113376477587,0.002315448990458819,0.0031754867028997366,0.00853754714152728,0.009111119417366968,0.0065629067820468946,-0.012346802728585977,-0.044844120228099964,0.0027401647085968607,0.038393081069686766,0.004232933826264812,0.003634549629971303,0.020000679094503995,0.01688857201171059,0.0013010986377445346,0.00267440877734198,0.021734663718627922,0.01921229340582424,-0.0005341001110008015,0.0051837486652681584,0.02515684776579676,0.025775290077193275,-0.0032885152998837625,-0.026175179506339772,-0.006783063095501922,-0.007842942099942294,-0.10572786781078038,-0.001366511893656651,-0.016448985870731132,-0.0006121024339458965,0.004015097573975021,0.011939642190172017,0.013114562614693296,0.012589451593321631,-0.022539703094403972,0.00644319344058665,0.0010133803810588894,0.007729619228082469,0.002370002329462793,0.004677024788929656,0.009193438180657109,0.002217874834773977,0.006257537121403233,-0.00325752647645469
28,on,50000,0.01071622050261047,0.0022961426920005816,0.00497168074064798,0.00019273976428057645,0.009863382234654229,-0.0012664972783706448,0.007672298201071087,0.001674599989657326,-0.011533995271768181,-0.03573381661190363,0.002984508072214182,0.030888571892762916,0.007163052831585783,-0.0030866163424855706,0.020213364646095595,0.01243354222039952,0.005023871127746804,0.003859735965878954,0.014253848809356392,0.01334320508578856,-0.007723746422921303,0.007636204113274694,0.014959154166462875,0.016222549011232452,-0.0031068303567251486,-0.010927646294629565,0.004595562714143355,-0.0052811914081142665,-0.07427750643529782,-0.012411284357505336,-0.010673535557506227,-0.0057997471247540466,0.00462289520251837,0.003989626401804377,0.008568909977545428,-7.7981615409761e-05,-0.017822068011120185,0.0055301950018886515,0.002250202363120874,0.005270841483531027,0.005076465104930779,0.003835815419261882,0.005674450004983953,0.0019029613824779153,0.0017688539465175494,-0.002426373633192175
