"","DIM","funcId","ID","runtime","run.1","run.2","run.3","run.4","run.5","run.6","run.7","run.8","run.9","run.10","run.11","run.12","run.13","run.14","run.15","run.16","run.17","run.18","run.19","run.20","algid"
"21",5,11,1,500,31.43243,26.850965,22.281286,36.519584,13.540534,25.659384,28.637867,17.351476,24.491973,8.280159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"22",5,11,1,2000,0.008316,1.130416,0.291042,3.306737,0.622825,0.004408,7.960616,0.005433,0.231398,0.007325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"23",5,11,1,5000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"24",5,11,1,10000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"25",5,11,1,50000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"26",30,11,1,500,165.132984,149.313473,149.580453,160.95532,190.186603,185.265528,174.439362,174.591323,177.616648,142.56455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"27",30,11,1,2000,161.692736,145.290737,147.472892,158.317479,186.140496,180.410428,170.771154,170.067167,174.030496,137.671387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"28",30,11,1,5000,96.780479,53.190514,59.05956,85.514529,118.531144,94.216956,68.304869,74.205971,87.985825,47.747804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"29",30,11,1,10000,40.849041,17.851025,27.65681,31.440249,21.577663,18.029097,16.826487,23.46331,7.075999,13.424138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"30",30,11,1,50000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"31",5,12,1,500,14.168343,0.415286,0.871509,0.406113,27.935556,10.691714,0.27797,0.027391,3.523251,1.8554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"32",5,12,1,2000,1.465736,0.002832,0.061287,0.000368,7.473863,0.917391,0.000444,0.000106,0.178714,0.003143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"33",5,12,1,5000,0,0,0,0,1e-06,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"34",5,12,1,10000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"35",5,12,1,50000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"36",30,12,1,500,3864563.957555,3121466.955161,3682178.78878,4535758.17558,5029010.161936,4186999.375222,5998466.046105,4782570.667193,4891386.537427,3125229.95552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"37",30,12,1,2000,125.637019,193.117197,357.870465,222.751273,212.268251,269.170929,336.74018,127.042125,276.233357,118.478002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"38",30,12,1,5000,9.989499,24.846301,26.027911,24.584503,21.628778,1.557496,5.374903,2.663715,2.826282,3.41847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"39",30,12,1,10000,5.087339,13.838004,14.242831,13.268873,12.418,0.656953,2.64072,1.259765,1.364712,1.41471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"40",30,12,1,50000,0,1e-06,3e-06,1e-06,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"41",5,13,1,500,3.863728,0.65474,17.179239,5.154062,0.201469,11.358392,39.983581,2.423835,1.46382,14.009152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"42",5,13,1,2000,4e-05,0.078122,0.001957,0.000341,0.005086,0.000395,0.000128,0.000133,0.377852,0.00496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"43",5,13,1,5000,0,0,0,0,0.005086,0,0.000128,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"44",5,13,1,10000,0,0,0,0,0.005086,0,0.000128,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"45",5,13,1,50000,0,0,0,0,0.005086,0,0.000128,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"46",30,13,1,500,575.501779,624.29512,730.377539,592.607526,750.707101,621.790215,731.511091,653.580441,561.212133,590.205676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"47",30,13,1,2000,9.594399,12.343915,20.251811,15.237157,15.232454,25.599479,11.741701,9.587465,14.227612,10.65004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"48",30,13,1,5000,0.691802,4.716096,9.033826,4.865644,2.094508,18.018525,0.026394,0.091168,0.498672,2.199671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"49",30,13,1,10000,0.689122,4.714616,9.030578,4.863571,2.091986,18.016062,0.024653,0.088615,0.495818,2.194823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"50",30,13,1,50000,0.689122,4.714616,9.030578,4.863571,2.091986,0.001376,0.024653,0.088615,0.495818,2.194823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"51",5,14,1,500,0.001944,0.000161,0.002117,8.1e-05,0.000826,0.000245,0.000413,0.000383,0.000336,5.8e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"52",5,14,1,2000,0,1e-06,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"53",5,14,1,5000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"54",5,14,1,10000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"55",5,14,1,50000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"56",30,14,1,500,3.102198,4.8139,3.823745,4.9971,3.751126,4.421114,3.320419,2.844014,4.421879,2.918713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"57",30,14,1,2000,0.012896,0.014116,0.012656,0.013767,0.012643,0.015794,0.008223,0.010757,0.010247,0.011515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"58",30,14,1,5000,0.000787,0.00121,0.000965,0.000736,0.00082,0.000544,0.000674,0.00076,0.000553,0.000626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"59",30,14,1,10000,1e-04,0.000144,5.1e-05,9.5e-05,7.2e-05,7.7e-05,6.7e-05,3.3e-05,0.000108,8.5e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"60",30,14,1,50000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"61",5,15,1,500,1.994847,6.964757,24.209393,23.460082,15.927882,22.197796,22.884118,78.60159,5.969893,12.502872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"62",5,15,1,2000,1.989918,6.964708,24.209393,6.96472,15.91931,22.197796,22.883993,78.600628,5.969749,11.939494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"63",5,15,1,5000,1.989918,6.964708,13.607437,6.964708,15.91931,5.969749,22.883993,78.600628,5.969749,11.939494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"64",5,15,1,10000,1.989918,6.964708,9.94958,6.964708,15.91931,5.969749,22.883993,78.600628,5.969749,11.939494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"65",5,15,1,50000,1.989918,6.964708,9.94958,6.964708,15.91931,5.969749,22.883993,5.969749,5.969749,11.939494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"66",30,15,1,500,291.840887,381.485737,315.291929,424.531577,295.48731,445.372341,315.541227,342.94134,351.190391,290.423291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"67",30,15,1,2000,96.486767,131.9357,72.371062,190.836219,227.473824,213.949597,84.578117,83.913732,127.420932,56.227707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"68",30,15,1,5000,91.54655,118.409486,70.643212,187.051254,227.473824,205.955843,80.614941,68.653214,119.413339,52.733897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"69",30,15,1,10000,91.536021,118.39978,70.641982,187.051093,49.750745,205.95527,80.591537,68.652024,119.394586,52.732704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"70",30,15,1,50000,91.536021,118.39978,70.641982,187.051093,49.747887,205.95527,80.591537,68.652024,119.394586,52.732704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"71",5,16,1,500,4.86236,4.363047,0.216783,5.753952,0.93137,0.517848,4.16691,4.093135,0.702343,9.530794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"72",5,16,1,2000,4.828764,4.240858,0.114065,5.655258,0.902383,0.471326,4.06883,4.042921,0.688869,9.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"73",5,16,1,5000,4.828764,4.240858,0.114065,5.655258,0.902383,0.471326,4.06883,4.042921,0.688869,9.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"74",5,16,1,10000,4.828764,4.240858,0.114065,5.655258,0.902383,0.471326,4.06883,4.042921,0.688869,9.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"75",5,16,1,50000,4.828764,4.228627,0.114065,2.964581,0.902383,0.469913,3.976583,4.042921,0.686935,9.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"76",30,16,1,500,27.00707,16.35321,11.636745,23.590657,12.532341,11.168743,14.304358,12.826249,14.090563,18.595294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"77",30,16,1,2000,9.499021,5.82135,4.130831,6.974126,6.171352,3.796363,7.3508,3.757691,3.813958,10.027386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"78",30,16,1,5000,9.008163,5.471218,3.987718,6.524245,5.74352,3.613808,7.15453,3.561654,3.508556,9.667996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"79",30,16,1,10000,9.00385,5.464135,3.984361,6.519175,5.739797,3.612691,7.14903,3.558407,3.507404,9.662944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"80",30,16,1,50000,9.003831,5.463946,3.984359,6.518637,5.739764,3.61269,7.148684,3.558361,3.507346,9.662636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"81",5,17,1,500,2.50156,3.752839,0.024006,3.327096,3.628097,5.822474,5.461979,4.37164,4.869391,1.98714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"82",5,17,1,2000,2.488972,3.752839,0.016284,3.327096,3.628094,5.822474,4.971947,4.371638,4.86939,1.954471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"83",5,17,1,5000,0.129983,0.410886,0.016284,3.327096,3.628094,5.822474,2.930097,0.51242,4.86939,0.057579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"84",5,17,1,10000,0.129983,0.176803,0.016284,0.775866,3.512166,5.822474,2.921114,0.508776,4.86939,0.057579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"85",5,17,1,50000,0.129983,0.176803,0.016284,0.775866,0.018251,3.804677,0.683644,0.506804,0.368706,0.057579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"86",30,17,1,500,4.7283,8.868818,7.753623,5.688042,6.551263,5.973702,6.006231,9.092254,7.390877,6.805181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"87",30,17,1,2000,1.249049,6.219069,4.183676,3.327954,3.543948,3.460856,3.74134,5.799739,5.106835,4.800057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"88",30,17,1,5000,1.198433,6.060566,4.158228,3.242,3.445404,3.434721,3.618439,5.676623,4.685608,4.73837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"89",30,17,1,10000,1.186698,5.871549,4.1582,3.240672,3.434439,3.434718,3.601321,5.568288,4.669881,4.722245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"90",30,17,1,50000,1.186408,5.862773,4.1582,3.240475,3.43069,3.434718,3.592154,5.554603,4.662741,4.690942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"91",5,18,1,500,25.491017,26.588935,22.020051,13.113212,26.368378,12.269216,0.743595,0.099943,29.178346,24.330867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"92",5,18,1,2000,25.491016,26.588935,22.020034,13.043345,0.523273,12.269064,0.581369,0.094088,29.178344,21.669767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"93",5,18,1,5000,25.491016,26.588935,9.036872,13.043345,0.031349,1.089173,0.491354,0.094088,0.176762,0.258105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"94",5,18,1,10000,0.030763,26.588935,9.036872,0.191469,0.031349,1.089173,0.491354,0.094088,0.174595,0.258105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"95",5,18,1,50000,0.028558,0.444737,9.036872,0.191469,0.031349,1.089173,0.491354,0.094088,0.143299,0.258105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"96",30,18,1,500,36.197476,35.082612,24.52563,22.634848,32.154167,36.10753,30.824658,41.933616,36.005751,38.281187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"97",30,18,1,2000,27.745203,22.862384,9.687685,12.848776,19.029355,25.228769,30.824658,41.933616,36.005751,29.389568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"98",30,18,1,5000,26.922072,22.411877,9.311458,12.768435,18.38813,25.195245,17.713037,18.30993,36.005751,27.929643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"99",30,18,1,10000,26.81051,22.411792,9.223795,12.768363,18.198719,25.195223,13.920284,14.439473,19.913904,27.541146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"100",30,18,1,50000,26.765034,22.411792,9.104658,12.768363,18.182061,25.195223,13.71293,14.439468,19.861806,27.455157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"101",5,19,1,500,0.769587,0.307358,2.274931,2.33345,0.22476,1.537116,2.047974,0.939914,3.600182,0.096856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"102",5,19,1,2000,0.725936,0.087787,1.653835,0.899695,0.137444,1.339674,0.956039,0.106028,1.181886,0.087925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"103",5,19,1,5000,0.106573,0.031667,1.272624,0.481359,0.137444,0.971631,0.956039,0.106028,1.181886,0.085185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"104",5,19,1,10000,0.098865,0.023563,0.646577,0.427956,0.137444,0.971631,0.349863,0.106028,0.238256,0.08248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"105",5,19,1,50000,0.098175,0.023562,0.251327,0.176792,0.137444,0.321481,0.249761,0.106028,0.238256,0.082467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"106",30,19,1,500,6.420469,6.076421,6.260134,6.142762,6.535009,6.989934,6.754911,6.940974,6.195651,6.284735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"107",30,19,1,2000,6.420469,6.076421,2.388292,6.142762,6.535009,6.989934,6.754911,6.940974,6.195651,6.284735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"108",30,19,1,5000,2.053493,5.789506,1.54817,6.142762,6.535009,6.989934,6.546496,6.529003,5.223098,6.284735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"109",30,19,1,10000,0.55447,3.513962,0.950874,6.142762,5.684163,6.989934,5.840899,6.529003,5.223098,6.284735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"110",30,19,1,50000,0.269341,0.543041,0.513761,5.834741,0.820956,5.597421,5.789362,0.828432,5.223098,5.728777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"111",30,2,1,500,230331.156512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"112",30,2,1,2000,14916.297559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"113",30,2,1,5000,2309.361412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"114",30,2,1,10000,841.781323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"115",30,2,1,50000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"116",5,2,1,500,113.751977,42.226181,23.770895,4.636904,19.127624,74.657495,361.037395,262.211184,139.153873,16.390632,554.000944,2485.446158,55.146939,7.594922,139.825859,1215.403999,33.996141,87.470033,4.466819,870.33046,"conf_8"
"117",5,2,1,2000,0,0,0,0,0.000119,0,0,0,0,0,0.001437,3.13831,0.23135,0.000212,0.000716,0.027062,0.000591,0.000127,9.4e-05,2.5e-05,"conf_8"
"118",5,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"conf_8"
"119",5,2,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"conf_8"
"120",5,2,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"conf_8"
"121",5,20,1,500,1.224095,1.263372,2.893822,2.409331,1.303881,1.34234,1.886563,2.614184,2.368898,2.092648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"122",5,20,1,2000,1.224079,1.263369,2.893822,2.40933,1.303829,1.342312,1.886548,1.895057,2.368876,2.092643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"123",5,20,1,5000,1.224079,1.263369,2.09246,2.40933,1.303829,1.342312,1.886548,1.895057,2.368876,2.092643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"124",5,20,1,10000,1.224079,1.263369,2.09246,2.40933,1.303829,1.342312,1.886548,1.895057,2.368876,2.092643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"125",5,20,1,50000,1.224079,1.263369,2.09246,0.868559,1.303829,1.342312,1.886548,1.895057,1.618728,2.092643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"126",30,20,1,500,3.320161,3.355734,3.402494,3.430787,3.318421,3.757137,3.431362,3.529138,3.639874,3.386377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"127",30,20,1,2000,2.311617,1.931521,2.173406,2.292184,1.990755,2.161008,2.167529,2.609557,2.064229,1.844202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"128",30,20,1,5000,2.303627,1.928039,2.171505,2.277016,1.987342,2.152146,2.164926,2.606209,2.053381,1.842633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"129",30,20,1,10000,2.303627,1.928039,2.171505,2.277015,1.987342,2.152142,2.164926,2.606209,2.053381,1.842633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"130",30,20,1,50000,2.303627,1.928039,2.171505,2.277015,1.987342,2.152142,2.164926,2.606209,2.053381,1.842633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"131",30,21,1,500,13.091659,26.320205,15.475739,8.555975,10.410421,9.477752,8.624677,14.841771,10.686422,11.457605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"132",30,21,1,2000,3.644567,19.202014,3.639893,5.781901,3.640017,3.657371,3.641626,3.65429,3.644141,3.647419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"133",30,21,1,5000,3.637835,19.186019,3.637835,5.781197,3.637835,3.637835,3.637835,3.637835,3.637835,3.637835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"134",30,21,1,10000,3.637835,19.186019,3.637835,5.781197,3.637835,3.637835,3.637835,3.637835,3.637835,3.637835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"135",30,21,1,50000,3.637835,19.186019,3.637835,5.781197,3.637835,3.637835,3.637835,3.637835,3.637835,3.637835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"136",5,21,1,500,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.24526,1.245256,1.245256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"137",5,21,1,2000,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"138",5,21,1,5000,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"139",5,21,1,10000,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"140",5,21,1,50000,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,1.245256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"141",5,22,1,500,8.3e-05,30.082213,9.5e-05,6e-06,0.000623,30.082601,0,0.000278,30.082257,0.01112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"142",5,22,1,2000,0,30.082211,0,0,0,30.082211,0,0,30.082211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"143",5,22,1,5000,0,30.082211,0,0,0,30.082211,0,0,30.082211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"144",5,22,1,10000,0,30.082211,0,0,0,30.082211,0,0,30.082211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"145",5,22,1,50000,0,30.082211,0,0,0,30.082211,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"146",30,22,1,500,19.718192,40.260787,21.38239,21.438389,22.085731,22.51145,21.399927,20.89194,20.820439,20.303689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"147",30,22,1,2000,14.58512,21.810048,14.585239,14.585051,14.585717,14.58505,14.585208,14.585324,14.585177,14.585281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"148",30,22,1,5000,14.584842,21.779462,14.584842,14.584842,14.584842,14.584842,14.584842,14.584842,14.584842,14.584842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"149",30,22,1,10000,14.584842,21.779462,14.584842,14.584842,14.584842,14.584842,14.584842,14.584842,14.584842,14.584842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
"150",30,22,1,50000,14.584842,21.779462,14.584842,14.584842,14.584842,14.584842,14.584842,14.584842,14.584842,14.584842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_8"
